"longitude","latitude","StepLength","TurnAngle"
-121.784480725971,37.2152726552189,0.764411055779433,-58.473168720568
-121.784488010823,37.2152863518649,1.65149946980725,-118.92411161145
-121.784502170771,37.2152718738795,2.03945664381843,-135.15359722032
-121.784444180355,37.2152776684119,5.18598018764829,175.990939491084
-121.784456989497,37.2152756525917,1.15845368058697,31.5447446730047
-121.784529549715,37.215297251359,6.87037115258918,166.993484562625
-121.784425968179,37.2152864798205,9.26898308560587,164.218438560384
-121.784488010823,37.215279176361,5.5648799704077,15.9887938962874
-121.784525907297,37.2152832275232,3.39272837852092,-170.699982550721
-121.784472500159,37.2152702389721,4.95349688330583,-152.605925681145
-121.784491653247,37.2152644981694,1.64339588950735,-138.707753709141
-121.784441478837,37.2152667151994,4.45911325856828,-156.423126925814
-121.78451403903,37.2152883139682,6.87027699255844,-169.531915785331
-121.784490302521,37.2152769603241,2.45427383335688,38.8312427323051
-121.784488010823,37.2152720008557,0.586535940114263,143.637406596596
-121.78455692868,37.2153082778173,7.32124875484135,-178.451638836883
-121.784496236645,37.2152744171024,6.56659952514152,-160.282549398153
-121.784537775571,37.2153211941537,6.36590791010004,-96.5901384752126
-121.784570147639,37.2152979047014,3.86382260602333,53.0807787645918
-121.784905981527,37.2153506368201,30.3699028805524,-174.517773508268
-121.784330612646,37.2152135449461,53.2743862050091,-165.594385450259
-121.784590241816,37.2153382875868,26.8765741389676,-170.902132715225
-121.784464274358,37.2152534717209,14.6119373583284,-170.533719966636
-121.784484368398,37.2152723280372,2.74891812348031,1.91290455064362
-121.784498528347,37.2152865520859,2.01729881170312,-175.51895540531
-121.784480725971,37.2152654797084,2.82163399512336,153.385476621343
-121.784499879068,37.2152740899198,1.94965444339356,91.726569893826
-121.784486660094,37.2152916385246,2.27312965049914,164.622943366321
-121.78449259422,37.2152747442851,1.94703440280339,80.3776014365126
-121.784553286268,37.2152799029512,5.41602668006025,177.672937637691
-121.784500820051,37.2152771605352,4.66561088033602,-16.881498897373
-121.784382137822,37.2152993228147,10.8147777603998,-174.825831729488
-121.784525907297,37.2152832275232,12.8820373456746,-49.0985320330522
-121.784543709711,37.2152612468043,2.90589462190532,-151.116997727885
-121.784525907297,37.215268876492,1.79228968840838,13.8901417843913
-121.784483017666,37.2152776146903,3.92743506293305,-121.400226230777
-121.784506754184,37.2152961438563,2.94318666097934,-168.749974271316
-121.784498528347,37.2152865520859,1.29050195322342,-11.2528467705699
-121.78449259422,37.2152819197962,0.735762202569915,-19.0305802466474
-121.78447479185,37.21527519844,1.74697077589048,-175.931126201645
-121.784493944945,37.2152838086467,1.94970232125709,169.422801063703
-121.784439187163,37.215268931239,5.131777950096,27.1960021472738
-121.784007936638,37.214912263108,55.0500319293245,180
-121.784480725971,37.2153013572469,60.1988929775815,-84.2509200529468
-121.784497587367,37.2152906569642,1.90995506070088,5.61848585690257
-121.784511747321,37.2152833544934,1.49517119369692,162.404805344323
-121.784509455614,37.215285570528,0.319111721270338,106.6993629479
-121.784499879068,37.2152740899198,1.53127171014784,31.23580362652
-121.784498938087,37.2152566683079,1.93483336014261,-170.225968689349
-121.78449259422,37.2152962708142,4.42995068441543,-125.477357124124
-121.784498528347,37.2152937275959,0.597352367439366,96.2794019442766
-121.784504462476,37.2153055353956,1.41182311314189,-91.6761474451766
-121.784519973162,37.2153001217687,1.50174471852982,-87.8477005729271
-121.784511747321,37.2152833544934,1.998473041801,-65.1027874040387
-121.784488951793,37.2152822469808,2.02651801110539,-163.028995397231
-121.784510396608,37.2152886411553,2.03090782830595,-140.450605101713
-121.784498528347,37.2152722010617,2.106327543378,-81.5141182059888
-121.78440047105,37.215303121132,9.35311478806051,-68.4810414579721
-121.784381317908,37.2153232129549,2.22318245872076,-77.9074813551017
